Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
17,119051938,14,0,448,0,32,32,32.0,0.0,0,0,0.0,0.0,3.7630634,0.11759573,9157841.0,7923973.5,26000000,979958.0,119000000,9157841.0,7923973.5,26000000,979958,0,0.0,0.0,0,0.0,0,0,0,0,112,0,0.11759573,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.285713,32.0,0.0,0,0,0,0,0,0,14,448,0,0,-1,-1,13,8,1000018.8,14530.836,1020073,979958,14300000.0,5512998.5,26000000,8980281,Benign
6,24059,3,4,272,935,272,0,90.666664,157.03928,935,0,233.75,467.5,50168.336,290.95142,4009.8333,6246.3516,14198,3.0,14552,7276.0,9789.187,14198,354,24054,8018.0,7371.8926,14550,25.0,0,0,0,0,72,92,124.69346,166.25795,0,935,150.875,330.8221,109443.266,0,0,1,1,0,0,0,1,1,172.42857,90.666664,233.75,0,0,0,0,0,0,3,272,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,22068,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,90.62897,22068.0,0.0,22068,22068.0,22068,22068.0,0.0,22068,22068,0,0.0,0.0,0,0.0,0,0,0,0,40,0,90.62897,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,5978,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,334.56006,5978.0,0.0,5978,5978.0,5978,5978.0,0.0,5978,5978,0,0.0,0.0,0,0.0,0,0,0,0,40,0,334.56006,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,24212,3,4,73,935,73,0,24.333334,42.14657,935,0,233.75,467.5,41632.25,289.11282,4035.3333,6530.0405,15456,3.0,15706,7853.0,10752.266,15456,250,24209,8069.6665,7851.1646,15706,20.0,0,0,0,0,72,92,123.9055,165.20734,0,935,126.0,327.88196,107506.57,0,0,1,1,0,0,0,1,1,144.0,24.333334,233.75,0,0,0,0,0,0,3,73,4,935,65535,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
17,89479830,6,0,3000,0,500,500,500.0,0.0,0,0,0.0,0.0,33.527107,0.06705422,17900000.0,15300000.0,42000000,4000331.0,89500000,17900000.0,15300000.0,42000000,4000331,0,0.0,0.0,0,0.0,0,0,0,0,48,0,0.06705422,0.0,500,500,500.0,0.0,0.0,0,0,0,0,0,0,0,0,0,583.3333,500.0,0.0,0,0,0,0,0,0,6,3000,0,0,-1,-1,5,8,4000331.0,0.0,4000331,4000331,21400000.0,15300000.0,42000000,7200346,Benign
6,15031725,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3006345.0,3166214.498,8013771,1006299.0,0,3006345.0,3166214.498,8013771,1006299,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,Nmap-Scan
17,119585755,95958,0,3070656,0,32,32,32.0,0.0,0,0,0.0,0.0,25677.44,802.42,1246.2432,23976.049,843405,0.0,120000000,1246.2432,23976.049,843405,0,0,0.0,0.0,0,0.0,0,0,0,0,767664,0,802.42,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00033,32.0,0.0,0,0,0,0,0,0,95958,3070656,0,0,-1,-1,95957,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
6,17210,3,4,272,935,272,0,90.666664,157.03928,935,0,233.75,467.5,70133.64,406.74026,2868.3333,6534.7295,16195,2.0,16454,8227.0,11268.454,16195,259,17208,5736.0,9290.539,16456,22.0,0,0,0,0,72,92,174.31726,232.423,0,935,150.875,330.8221,109443.266,0,0,1,1,0,0,0,1,1,172.42857,90.666664,233.75,0,0,0,0,0,0,3,272,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
17,119769012,133157,0,4261024,0,32,32,32.0,0.0,0,0,0.0,0.0,35577.016,1111.7817,899.46387,18898.654,665531,0.0,120000000,899.46387,18898.654,665531,0,0,0.0,0.0,0,0.0,0,0,0,0,1065256,0,1111.7817,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00024,32.0,0.0,0,0,0,0,0,0,133157,4261024,0,0,-1,-1,133156,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
6,35577,3,4,310,935,310,0,103.333336,178.97858,935,0,233.75,467.5,34994.52,196.75633,5929.5,9145.186,19869,3.0,15675,7837.5,10559.226,15304,371,35574,11858.0,10455.793,19869,30.0,0,0,0,0,72,92,84.32414,112.43219,0,935,155.625,333.07483,110938.836,0,0,1,1,0,0,0,1,1,177.85715,103.333336,233.75,0,0,0,0,0,0,3,310,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,16994,3,4,307,935,307,0,102.333336,177.24654,935,0,233.75,467.5,73084.62,411.9101,2832.3333,6198.06,15450,3.0,15775,7887.5,10694.99,15450,325,16989,5663.0,8774.574,15773,30.0,0,0,0,0,72,92,176.5329,235.3772,0,935,155.25,332.8778,110807.64,0,0,1,1,0,0,0,1,1,177.42857,102.333336,233.75,0,0,0,0,0,0,3,307,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,183426,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,16.35537,91713.0,129676.31,183408,18.0,183426,183426.0,0.0,183426,183426,0,0.0,0.0,0,0.0,0,0,0,0,40,20,10.90358,5.45179,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,1024,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign
17,119800799,123797,0,3961504,0,32,32,32.0,0.0,0,0,0.0,0.0,33067.426,1033.357,967.72754,18336.805,576837,0.0,120000000,967.72754,18336.805,576837,0,0,0.0,0.0,0,0.0,0,0,0,0,990376,0,1033.357,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00026,32.0,0.0,0,0,0,0,0,0,123797,3961504,0,0,-1,-1,123796,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
17,119645410,98479,0,3151328,0,32,32,32.0,0.0,0,0,0.0,0.0,26338.896,823.0905,1214.9456,26111.557,938285,0.0,120000000,1214.9456,26111.557,938285,0,0,0.0,0.0,0,0.0,0,0,0,0,787832,0,823.0905,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.000324,32.0,0.0,0,0,0,0,0,0,98479,3151328,0,0,-1,-1,98478,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
6,275828522,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,30647613.56,80460488.78,243326546,54.00000009,0,55165704.4,106099407.5,243326546,146217,0,68920438.75,117360630.3,243482832,32198923.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,Nmap-Scan
6,9433,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,212.02162,9433.0,0.0,9433,9433.0,9433,9433.0,0.0,9433,9433,0,0.0,0.0,0,0.0,0,0,0,0,40,0,212.02162,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
0,112641402,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.026633192,56300000.0,82.02438,56300000,56300000.0,113000000,56300000.0,82.02438,56300000,56300000,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.026633192,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56300000.0,82.02438,56300000,56300000,Benign
6,34325,3,4,313,935,313,0,104.333336,180.71063,935,0,233.75,467.5,36358.34,203.933,5720.8335,8729.531,18037,4.0,16250,8125.0,10955.912,15872,378,34316,11438.667,9917.29,18037,34.0,0,0,0,0,72,92,87.39986,116.53314,0,935,156.0,333.2751,111072.29,0,0,1,1,0,0,0,1,1,178.28572,104.333336,233.75,0,0,0,0,0,0,3,313,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,16212,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,123.36541,16212.0,0.0,16212,16212.0,16212,16212.0,0.0,16212,16212,0,0.0,0.0,0,0.0,0,0,0,0,40,0,123.36541,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,11606,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,172.32466,11606.0,0.0,11606,11606.0,11606,11606.0,0.0,11606,11606,0,0.0,0.0,0,0.0,0,0,0,0,40,0,172.32466,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,33033,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,60.545517,33033.0,0.0,33033,33033.0,33033,33033.0,0.0,33033,33033,0,0.0,0.0,0,0.0,0,0,0,0,40,0,60.545517,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
17,119841537,122144,0,3908608,0,32,32,32.0,0.0,0,0,0.0,0.0,32614.803,1019.2126,981.15765,19239.426,639227,0.0,120000000,981.15765,19239.426,639227,0,0,0.0,0.0,0,0.0,0,0,0,0,977152,0,1019.2126,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.000263,32.0,0.0,0,0,0,0,0,0,122144,3908608,0,0,-1,-1,122143,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
17,119936896,127738,0,4087616,0,32,32,32.0,0.0,0,0,0.0,0.0,34081.39,1065.0435,938.9362,19073.986,641557,0.0,120000000,938.9362,19073.986,641557,0,0,0.0,0.0,0,0.0,0,0,0,0,1021904,0,1065.0435,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00025,32.0,0.0,0,0,0,0,0,0,127738,4087616,0,0,-1,-1,127737,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
6,331163526,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,55193921.0,120349674.9,299508877,131.9999999,0,10551549.67,18150347.17,31509598,145051,0,110339649.0,164581299.4,299509009,31509938.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,Nmap-Scan
6,24462,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,81.75946,24462.0,0.0,24462,24462.0,24462,24462.0,0.0,24462,24462,0,0.0,0.0,0,0.0,0,0,0,0,40,0,81.75946,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,23730,3,4,314,935,314,0,104.666664,181.28798,935,0,233.75,467.5,52633.797,294.98526,3955.0,6595.2974,15986,3.0,16240,8120.0,11124.204,15986,254,23727,7909.0,8119.1104,16241,21.0,0,0,0,0,72,92,126.42225,168.563,0,935,156.125,333.34256,111117.266,0,0,1,1,0,0,0,1,1,178.42857,104.666664,233.75,0,0,0,0,0,0,3,314,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,15024753,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3004950.6,3162482.262,8005471,1013558.0,0,3004950.6,3162482.262,8005471,1013558,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,Nmap-Scan
17,119523673,115320,0,3690240,0,32,32,32.0,0.0,0,0,0.0,0.0,30874.553,964.8298,1036.4612,19882.518,648012,0.0,120000000,1036.4612,19882.518,648012,0,0,0.0,0.0,0,0.0,0,0,0,0,922560,0,964.8298,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00028,32.0,0.0,0,0,0,0,0,0,115320,3690240,0,0,-1,-1,115319,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
17,40991984,14,0,448,0,32,32,32.0,0.0,0,0,0.0,0.0,10.928966,0.34153017,3153229.5,4451639.0,16000000,959987.0,41000000,3153229.5,4451639.0,16000000,959987,0,0.0,0.0,0,0.0,0,0,0,0,112,0,0.34153017,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.285713,32.0,0.0,0,0,0,0,0,0,14,448,0,0,-1,-1,13,8,3015040.5,2849730.2,5030104,999977,12500000.0,4945473.0,16000000,9003966,Benign
6,251794747,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,27977194.11,72572076.65,219433973,135.0,0,50358949.4,95522322.63,219433973,145194,0,62912370.5,105535420.2,219586380,18421.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,Nmap-Scan
6,14255,3,4,310,935,310,0,103.333336,178.97858,935,0,233.75,467.5,87337.77,491.05576,2375.8333,5489.002,13576,2.0,13883,6941.5,9382.6,13576,307,14253,4751.0,7917.826,13892,27.0,0,0,0,0,72,92,210.45247,280.6033,0,935,155.625,333.07483,110938.836,0,0,1,1,0,0,0,1,1,177.85715,103.333336,233.75,0,0,0,0,0,0,3,310,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,35387,3,4,313,935,313,0,104.333336,180.71063,935,0,233.75,467.5,35267.188,197.81276,5897.8335,9160.648,20199,6.0,15158,7579.0,10267.19,14839,319,35381,11793.667,10502.727,20199,20.0,0,0,0,0,72,92,84.77689,113.03586,0,935,156.0,333.2751,111072.29,0,0,1,1,0,0,0,1,1,178.28572,104.333336,233.75,0,0,0,0,0,0,3,313,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,39753,3,4,265,935,265,0,88.333336,152.99782,935,0,233.75,467.5,30186.4,176.08734,6625.5,10562.902,24386,4.0,15333,7666.5,10441.846,15050,283,39749,13249.667,12315.277,24386,23.0,0,0,0,0,72,92,75.466,100.62134,0,935,150.0,330.46503,109207.14,0,0,1,1,0,0,0,1,1,171.42857,88.333336,233.75,0,0,0,0,0,0,3,265,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,10879,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,183.84042,10879.0,0.0,10879,10879.0,10879,10879.0,0.0,10879,10879,0,0.0,0.0,0,0.0,0,0,0,0,40,0,183.84042,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
17,119999439,113110,0,3619520,0,32,32,32.0,0.0,0,0,0.0,0.0,30162.809,942.58777,1060.9186,20488.062,691865,0.0,120000000,1060.9186,20488.062,691865,0,0,0.0,0.0,0,0.0,0,0,0,0,904880,0,942.58777,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.000282,32.0,0.0,0,0,0,0,0,0,113110,3619520,0,0,-1,-1,113109,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
6,29933,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,66.81589,29933.0,0.0,29933,29933.0,29933,29933.0,0.0,29933,29933,0,0.0,0.0,0,0.0,0,0,0,0,40,0,66.81589,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,16829,3,4,73,935,73,0,24.333334,42.14657,935,0,233.75,467.5,59896.605,415.94867,2804.8333,6224.641,15487,3.0,15815,7907.5,10719.031,15487,328,16826,5608.6665,8853.1045,15816,20.0,0,0,0,0,72,92,178.26372,237.68495,0,935,126.0,327.88196,107506.57,0,0,1,1,0,0,0,1,1,144.0,24.333334,233.75,0,0,0,0,0,0,3,73,4,935,65535,211,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,16013,3,4,315,935,315,0,105.0,181.86534,935,0,233.75,467.5,78061.58,437.1448,2668.8333,6148.6997,15214,3.0,15552,7776.0,10518.921,15214,338,16010,5336.6665,8850.037,15553,21.0,0,0,0,0,72,92,187.34778,249.79704,0,935,156.25,333.4104,111162.5,0,0,1,1,0,0,0,1,1,178.57143,105.0,233.75,0,0,0,0,0,0,3,315,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
17,117003514,14,0,448,0,32,32,32.0,0.0,0,0,0.0,0.0,3.828945,0.11965453,9000270.0,5860289.5,24000000,3999989.0,117000000,9000270.0,5860289.5,24000000,3999989,0,0.0,0.0,0,0.0,0,0,0,0,112,0,0.11965453,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.285713,32.0,0.0,0,0,0,0,0,0,14,448,0,0,-1,-1,13,8,12000000.0,0.0,12000000,12000000,10500000.0,5913347.0,24000000,5008480,Benign
6,15116,3,4,334,935,334,0,111.333336,192.83499,935,0,233.75,467.5,83950.78,463.08548,2519.3333,5529.6323,13777,3.0,14049,7024.5,9549.478,13777,272,15113,5037.6665,7820.7554,14049,21.0,0,0,0,0,72,92,198.46521,264.62027,0,935,158.625,334.7677,112069.414,0,0,1,1,0,0,0,1,1,181.28572,111.333336,233.75,0,0,0,0,0,0,3,334,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,12385,3,4,334,935,334,0,111.333336,192.83499,935,0,233.75,467.5,102462.66,565.1998,2064.1667,4695.37,11643,3.0,12003,6001.5,7978.2856,11643,360,12382,4127.3335,6837.7505,12021,31.0,0,0,0,0,72,92,242.2285,322.97134,0,935,158.625,334.7677,112069.414,0,0,1,1,0,0,0,1,1,181.28572,111.333336,233.75,0,0,0,0,0,0,3,334,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,18238,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,109.66115,18238.0,0.0,18238,18238.0,18238,18238.0,0.0,18238,18238,0,0.0,0.0,0,0.0,0,0,0,0,40,0,109.66115,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,42084,3,4,310,935,310,0,103.333336,178.97858,935,0,233.75,467.5,29583.69,166.334,7014.0,11189.79,25835,2.0,16222,8111.0,11054.907,15928,294,42082,14027.333,13045.453,25835,23.0,0,0,0,0,72,92,71.286,95.048,0,935,155.625,333.07483,110938.836,0,0,1,1,0,0,0,1,1,177.85715,103.333336,233.75,0,0,0,0,0,0,3,310,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,14577,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,137.20244,14577.0,0.0,14577,14577.0,14577,14577.0,0.0,14577,14577,0,0.0,0.0,0,0.0,0,0,0,0,40,0,137.20244,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
17,98008097,18,0,576,0,32,32,32.0,0.0,0,0,0.0,0.0,5.8770657,0.1836583,5765182.0,7304593.5,32000000,1982426.0,98000000,5765182.0,7304593.5,32000000,1982426,0,0.0,0.0,0,0.0,0,0,0,0,144,0,0.1836583,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,33.77778,32.0,0.0,0,0,0,0,0,0,18,576,0,0,-1,-1,17,8,5500517.0,2517269.2,8003557,2000838,10900000.0,9499698.0,32000000,5984014,Benign
6,11865,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,168.563,11865.0,0.0,11865,11865.0,11865,11865.0,0.0,11865,11865,0,0.0,0.0,0,0.0,0,0,0,0,40,0,168.563,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,15018372,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3003674.4,3162777.942,8005275,1010822.0,0,3003674.4,3162777.942,8005275,1010822,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,Nmap-Scan
6,15387,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,129.97986,15387.0,0.0,15387,15387.0,15387,15387.0,0.0,15387,15387,0,0.0,0.0,0,0.0,0,0,0,0,40,0,129.97986,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,27850,3,4,339,935,339,0,113.0,195.72174,935,0,233.75,467.5,45745.062,251.3465,4641.6665,7073.6543,13954,2.0,13873,6936.5,9408.056,13589,284,27845,9281.667,8020.0825,13954,21.0,0,0,0,0,72,92,107.719925,143.62657,0,935,159.25,335.14633,112323.07,0,0,1,1,0,0,0,1,1,182.0,113.0,233.75,0,0,0,0,0,0,3,339,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,13562,3,4,315,935,315,0,105.0,181.86534,935,0,233.75,467.5,92169.3,516.1481,2260.3333,4993.41,12434,3.0,12723,6361.5,8587.812,12434,289,13558,4519.3335,7113.9277,12722,37.0,0,0,0,0,72,92,221.20631,294.94174,0,935,156.25,333.4104,111162.5,0,0,1,1,0,0,0,1,1,178.57143,105.0,233.75,0,0,0,0,0,0,3,315,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,1045282795,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,74663056.79,192458571.0,684158008,23.0,0,95025708.64,214531886.4,684158008,147005,0,111051841.3,164671578.5,300246551,32908973.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,Nmap-Scan
6,15029139,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3005827.8,3163913.006,8005819,1005007.0,0,3005827.8,3163913.006,8005819,1005007,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,Nmap-Scan
6,22942,3,4,299,935,299,0,99.666664,172.62773,935,0,233.75,467.5,53787.812,305.11725,3823.6667,5987.882,13754,2.0,14105,7052.5,9477.353,13754,351,22936,7645.3335,7112.997,14101,20.0,0,0,0,0,72,92,130.76454,174.35272,0,935,154.25,332.36844,110468.79,0,0,1,1,0,0,0,1,1,176.28572,99.666664,233.75,0,0,0,0,0,0,3,299,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
6,20094,3,4,224,935,224,0,74.666664,129.32646,935,0,233.75,467.5,57678.91,348.3627,3349.0,6158.3276,15431,2.0,15746,7873.0,10688.626,15431,315,20092,6697.3335,8126.4927,15746,21.0,0,0,0,0,72,92,149.2983,199.06439,0,935,144.875,328.7402,108070.125,0,0,1,1,0,0,0,1,1,165.57143,74.666664,233.75,0,0,0,0,0,0,3,224,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC
